Audio Mean,Audio Median,Audio Mode,Audio Maxv,Audio Minv,Audio Std,Audio Skew,Audio Kurtosis,Audio Q1,Audio Q3,Audio IQR,ZCR Mean,ZCR Median,ZCR Std,ZCR Kurtosis,ZCR Skew,RMS Energi Mean,RMS Energi Median,RMS Energi Std,RMS Energi Kurtosis,RMS Energi Skew,Label
0.5218721932384527,0.2610291245094922,0.8057269693930131,0.017599687775570784,0.9779567302663754,0.02372453623898435,0.35680672399862695,0.02490725504347103,0.9521944472535023,0.04872124430724141,0.04376911806337115,0.14339929738625967,0.06722689075630252,0.3309114455459361,0.3750232732897922,0.5554518201992829,0.01846295847768154,0.02909146765038033,0.012433995641229406,0.0694094178075199,0.06882425399986736,Orang 2_pleasant_surprise
0.5556736985879733,0.17909182765324178,0.7536899955827625,0.19969640666453067,0.7657448363440944,0.1916880099556652,0.5254827074946169,0.11304004507692109,0.8971757839040959,0.04293615411871224,0.06628289091281835,0.5201517694633087,0.3565426170468187,0.644433159692617,0.25156074506148823,0.3957908536124353,0.15605912960662172,0.049255232852410916,0.17175133322926012,0.21589949702563677,0.2710741260641214,Orang 2_pleasant_surprise
0.5079120658307288,0.21234158619803106,0.8071238930905336,0.2539970236841672,0.7616886558364409,0.26186202996377006,0.4273503326416217,0.08364308459795657,0.8485327643090628,0.12858226599652672,0.13631756375902254,0.6644647345409802,0.40336134453781514,0.6558821952961106,0.1566269788737651,0.2543682615163264,0.24750426050064733,0.11787752380067737,0.25051194207880706,0.2316038099087368,0.33337104804483075,Orang 2_pleasant_surprise
0.5267902897021497,0.25986342518761074,0.7889179043702815,0.06852121676773124,0.9145114571179479,0.09361468974735837,0.2514417597327134,0.05246297289892703,0.9003306782888064,0.13152384397096317,0.11373822408548424,0.14417444794120815,0.09483793517406962,0.37113984259013155,0.40361151371597986,0.607471805896522,0.09300203834274964,0.09960800387036725,0.08668299993522585,0.19656849316321623,0.29178273393780296,Orang 2_pleasant_surprise
0.5098931949160533,0.2549476971797565,0.749743960009063,0.11499520700347024,0.8416615920571507,0.12259741703108273,0.24226534152400558,0.10098353457348232,0.8897234289607221,0.11493818275979843,0.10953402379655248,0.2361673412641413,0.11644657863145257,0.39473531654582217,0.22123017945032308,0.3842190268655728,0.10351462113813117,0.08445760131032104,0.11321172125674078,0.2565348181381505,0.3228320085686903,Orang 2_pleasant_surprise
0.542579132412516,0.16667704964412358,0.7629378011617118,0.13624224912705807,0.919738849457423,0.10459933890995748,0.6436804012757175,0.103504315858625,0.9216996398297388,0.03507096681788628,0.050479246210154344,0.4899413952008084,0.24489795918367346,0.7059044729519298,0.13803856306877715,0.28743916447747103,0.08458972929371528,0.035582713437418007,0.09439644904375535,0.24681535645404823,0.2947531728710673,Orang 2_pleasant_surprise
0.5258484524748519,0.2394217842441936,0.8154727547756765,0.5796199438935475,0.20529701992935023,0.7163493525188558,0.2820312589764772,0.11407373627877458,0.718590034484742,0.3668118040768852,0.3286181013889249,0.6545020265145367,0.42496998799519803,0.6370298666443873,0.17613589720112213,0.2818671335246586,0.6790415073358071,0.2836900233471309,0.7216696453818602,0.31603144449191617,0.4258148501389909,Orang 2_pleasant_surprise
0.6046507915439407,0.21316409931693317,0.7481207846730517,0.2360989048174357,0.7618772902249038,0.2831697241325083,0.3678583683588928,0.06934897224222177,0.8786768185382003,0.14686336505274672,0.13232907201346972,0.13342941720816442,0.1752701080432173,0.15614631226494713,0.5194342093280451,0.6035509009515039,0.2833030226522015,0.1291260496761362,0.27529833892721767,0.17083843257336007,0.2845817922959908,Orang 2_pleasant_surprise
0.5462639333441337,0.1526800900882972,0.8053844773148562,0.1347973093204178,0.9028956905312554,0.11089245643640411,0.6273017160893313,0.09544619817696089,0.8861096498346233,0.05242288127881488,0.07669365319544423,0.5812833123561403,0.28211284513805523,0.8095131213870687,0.11249957493735388,0.25922180582223087,0.09366341188230384,0.05793188659240166,0.10150181394258603,0.22002179218455414,0.28363894900595665,Orang 2_pleasant_surprise
0.5261598903017749,0.21599438736533502,0.8424892747793755,0.29134979615493034,0.7138424059298669,0.3000991937483745,0.37253221392064145,0.0753021071174771,0.8088314269783883,0.20435582392165774,0.19672108194053262,0.47023854453799413,0.47298919567827125,0.6137030026303374,0.39118873116262426,0.5727725801909884,0.26719178816736944,0.16003192300227329,0.26421785857747093,0.1878087705367596,0.25480910742577356,Orang 2_pleasant_surprise
